sentence,type
"বুঝলেন, নাবিকদিগের দিগ্ভ্রম হইয়াছে",sadhu
"অপর পক্ষে কবির স্থ্ট যদি সত্য হয়ে থাকে সেই সত্যের গৌরব সেই হষ্্রর নিজেরই মধ্যে, দশজনের সম্মতির মধ্যে নয়",sadhu
"“স্যার, আমার স্থায়ী ঠিকানা হল পৃথিবী",cholito
আজকের দিনটা বেশ উজ্জ্বল হয়ে শুরু হলো।,cholito
"যখন প্রহরিণী এই কথা বলিল, তখন নির্লকুমারী যোধপুরীর : নিকটে ছিল",sadhu
গ্রামের অব্যক্ত বেদনা যেখানে প্রকাশ খুঁজে ব্যাকুল আমি তাঁর মধ্যে,sadhu
"বলল, “তোমার গা তো পুড়ে যাচ্ছে",cholito
হিন্দুদিগের বাহবলই আমার প্রতিপাণ্ঘ,sadhu
"তুমি করে বললাম, কিছু মনে",cholito
এই রাঁজমোহরের ছাপ আমাদের ছুঃখসহার দলিল হইয়া থাঁকিবে ;- ছুঃখের জোবে ইহা প্রস্তত হইয়াছে এবং ইহার জোরেই ছুঃখ সহিতে পারিব,sadhu
"“জ্বি না, মন ভাল",cholito
না-কি এটা ফেলে আমার মতো খালি পায়ে যাবেন,cholito
"মন্দিরের দুই পার্থে কয়েকবার বর্শাহস্তে ঘুরিয়া আসিল, কিন্ত একবারও লোকশূন্য দেখিল না",sadhu
মেয়েরা পারে না,cholito
“এক রাতে একটু অনিয়ম করলে কিছু হবে না,cholito
তুলিতেছে সেই অনাগতকে তাহারা চেনেও না,sadhu
"ডাক্তার সাহেব বিল মিটিয়ে উঠে দাড়াতে দাড়াতে বললেন, “আপনাকে কোথায়",cholito
"আমি যদি কিছুদিনের জন্য মদিনা পরিত্যাগ করি, তাহাতে তি কি",sadhu
"আবার জেব-উন্নিসার বিলাসমন্দিরে, মবারক রাত্রিকালে উপস্থিত",sadhu
"যাহা হইবার হইয়াছে, ক্ষমা কর",sadhu
এই প্রথম এঁতিহাদিক উপন্যাস লিখিলাম,sadhu
ইসরায়েলি আক্রমণ ফিলিস্তিনিদের হৃদয়ে গভীর ক্ষত সৃষ্টি করেছে।,cholito
অনেকদিন পর আপনাকে পেয়েছি,cholito
তুমি কি আমাকে কিছু বলবে?,cholito
কাকাবাবুর সেই ক্রাচের শব্দ শুনলেই দুষ্কৃতীদের বুকের রক্ত হিম হয়ে আসে।,cholito
তুমি থেকে আপনিতে যায় না,cholito
আমার বাবার উপদেশনামার,cholito
"তিনি কি উদ্দেশ্য সাধন করিতে যে কি করেন, কাহার মনের কী গতি, কী কারণে কোন্‌ কার্যনাঘনে কোন্‌ সময়ে কী কৌশলে কী-রূপ করিয়া যে কোন কার্যের অনুষ্ঠান করেন, তাহা তিনিই জানেন",sadhu
"শাহীদরবারে গমন- উপযোগী যে সকল বসন তাঁহার ছিল, তৎসমস্ত সংগ্রহ করিয়া বাহক-বাহন সমভিব্যাহারে দামেস্কনগরাভিমুখে গমনার্থ প্রস্তুত হইলেন",sadhu
বলতেছি না বলতেছি নিজেও জানি না,cholito
তুমি সে ব্যক্তিকে বিশেষ জান,sadhu
সমুদয় কথা সাব্যস্ত হইয়া গেল; অস্ত্রশস্ত্র সংগ্রহ করিয়া মোস্লেম এক হাজার সৈন্য লইয়া কুফা নগরাভিসুখে যাত্রা করিলেন,sadhu
45 7 ১ . কাহার লোগ্‌হুমিযার,sadhu
"আমি বললাম, জানি",cholito
সফল হতে গেলে ধৈর্য আর শ্রমের কোনো বিকল্প নেই।,cholito
"তাহার বুদ্ধিতে এই উদয় হইল যে, এ সময়ে সীতারাম দিল্লী গিয়াছেন, ভালই হইয়াছে",sadhu
আপনার কনভিকশান হয়েছে,cholito
“ঘরে আছে না,cholito
এই যে আপনার সঙ্গে কথা বলছি-_এখনো মনে হচ্ছে,cholito
” স্সেহসন্বোধনে স্ত্রীর প্রাণ একটু জুড়াইল,sadhu
তা হলে সে আপনাকে খুঁজে বেড়াবে,cholito
"রাস্তায় নেমেই মজিদ বলল, বিয়েবাড়ি-টাড়ি কিছু পাওয়া যায় কিনা খুঁজে দেখবি",cholito
"ডাক্তার সাহেব বললেন, “কেমন আছ",cholito
"অনেকের মনেই অনেক কথা উঠিল, কি করেন রাজ-আজ্ঞা-নিয়মিত সময়ে সকলেই “আম” দরবারে উপস্থিত হইলেন",sadhu
কিংবা ধরুন খিলগাঁয় আপনাদের বাসার সামনে দিয়ে,cholito
রাতে ঘুমানোর আগে আমি সবসময় বিছানা ঠিক করি।,cholito
আমি কলিংবেলে হাত রাখার আগেই দরজা খুলে গেল,cholito
তুমি কেন সব কিছু এত সহজ ভাবে নাও?,cholito
"আমি ওসি সাহেবের দিকে ঝুঁকে এসে বললাম, যে আব্দুর রহমান সাহেবের",cholito
কিন্তু বথায় খজ়ারক্ষণ করিয়াছিলেন তথায় খড়া পাঁইলেন ন1,sadhu
জীবন মানেই হলো এক অজানা গন্তব্যের উদ্দেশ্যে হাঁটা।,cholito
চোখের দৃষ্টি আগের মত না _ অন্যরকম,cholito
দলে অভিজ্ঞ খেলোয়াড়দের অভাব স্পষ্ট বোঝা যাচ্ছে।,cholito
ফাজলামি করছি না,cholito
কোনো জবাব পাওয়া গেল না,cholito
"১২১ গথেই আমাদের সমস্ত পৌরুবের প্রয়োজন, ইহার পাথেয় সংগ্রহ করিতেই আমাদের সর্ন্ ত্যাগ করিতে হইবে) ইহার পারিতোঁধিক অহংকার তৃপ্তিতে নহে, অহংকার বিসর্জনে) ইহার সফলতা অন্যকে পরাস্ত করিয়া নহে, নিজেকে পরিপূর্ণ করিয়া",sadhu
“আপনি অফিসে যাননি কেন,cholito
"খালার যুক্তি হচ্ছে, এই জাতীয় মেয়েগুলোকে কেউ রাখতে চায় না",cholito
বন্তত এই ঘটনাকে অকিঞ্চিৎকর করিয়া না ফেলিলে আমাদের অপমান দুর হইবে না,sadhu
মনে হচ্ছে মানুষ না কাপড়ের পুঁটলি,cholito
এক একজন এক এক ভাগ লইল,sadhu
তুই চলে যা__এদের এখানে বিছানা আছে,cholito
নার্স,cholito
সবাইকে ভালোবেসে পৃথিবীটাকে সুন্দর করুন।।,cholito
আমি হচ্ছি হিমু,cholito
সব সত্যি না,cholito
চলিয়া গেল; বিদেশিনী কিয়ত্কাঁল কর- লগ্রকপোঁল,sadhu
“এর নাম কনসিলভ লাইটিং,cholito
অন্যকিছু না,cholito
এবং সেই রক্ত আপনি নিশ্চয় বিনামুল্যে দেবেন না,cholito
"বিশ্বাসঘাতক সাজিয়া, কুপথে আনিয়া, তাহাকে গড়ের নীচে আনিয়া টিপিয়া মারিব__আমার এই অভিপ্রায় ছিল",sadhu
করে ওঠা | ভয় দেখানোর চেষ্টা | এরা তা করল না,cholito
ঠিক না __ ফ্যান্টাসি,cholito
"কষ্ট হচ্ছে না |,",cholito
সোয়ানার ঘরে,cholito
নিজের লক্ষ্যের দিকে একাগ্রভাবে এগিয়ে যাও।,cholito
পিতৃদেব তাঁহাদের পশ্চাৎ পশ্চাৎ বেড়াইতেছেন,sadhu
করছে জোছনা,cholito
বাড়িতে বিরাট যন্ত্রণা__না বললে,cholito
বিশ্বাস-অবিশ্বাসের প্রশ্ন আসে না,cholito
"যখন রমা, গঙ্গারামকে ডাকিয়া আমার মৃত্তার কারণ হইবার চেষ্টা করিয়াছিল, কৈ তখন ত কেহ কিছু বল নাই",sadhu
নাচন নাচিয়ে ছাড়ব,cholito
বিশেষ জাঁনিত ষে এ সকল স্থানে জলোচ্ছুসকালীন তটদেশে এরূপ প্রচণ্ড তর- 'ানভিঘাত হয় ষে তখন নেখকাঁদি ভীরবত্তর্ণ থাকিলে তাহা,sadhu
আওরংজীব যে »গ্োড়া সুন্নী এবং ধর্দের নামে হিন্দু ও শিয়াদের বিরুদ্ধে খড়াহস্ত হইয়,sadhu
সেদিনকার উপপ্রবে- হারা,sadhu
"করে পলায়ন, দেহ শুধু হাতে আসে-_ শ্রীস্ত করে হিয়া",sadhu
"সময় মত এজিদের সহিত সাক্ষাৎ করিলেন, মদিনার উপস্থিত বিবরণ সমুদয় এজিদের গোচর করিয়া পুনরায় মদিনাগমনের কথা পাড়িলেন",sadhu
আমি লোকটা বোকা না বুদ্ধিমান,cholito
“ তবে একটু অনুগ্রহ ককন,sadhu
"” স্ত্রীকে সম্বোধন করিয়া হারেস বলিলেন, “তুই স্ত্রীলোক",sadhu
বাল্যকালে আমার প্রতিবাসী ছিলেন _-তার বলিব কি,sadhu
হহিমু ভাই না,cholito
"বেশ আপনি গল্প করুন, আমি শুনছি",cholito
"faq বলল, “বাবা, ঘরে গিয়ে তুমি চা খাও",cholito
"তরঙ্গিনী স্টোর থেকে তাকে টেলিফোন করে বলি- রূপা, তুমি কি এক্ষুনি নীল রঙের",cholito
"আছে, তাঁহারা এক- ইঞ্চি নড়িতে চাঁয় না",sadhu
তুমি সময় নষ্ট করছ কেন,cholito
“আমার তারিখ জানার খুব দরকার,cholito
করা যায় A | নীলু কখনো রাগ করতে পারে না,cholito
সব জেনেও এদের আমরা,cholito
নিজের লক্ষ্য স্থির করুন।,cholito
নবকুমাঁর দেখিলেন যে উভয় বানু ভগ্র,sadhu
” মাবিয়া নির্জনে নির্বেদসহকারে এজিদ্‌কে এই সকল কথা জিজ্ঞাসা করিলেন,sadhu
তার একটা অটোগ্রাফের খাতাও ছিল,cholito
তবে কিছু কিছু না বলিলেও এই গ্রন্থের পরিশিষ্ট বুঝা যাইবে না,sadhu
জানবেন তুমি তাদের পছন্দের পাত্রকেই বিয়ে করেছ তখন রাগ পানি হয়ে যাবে,cholito
সেখানে কোন নাটক হবে কে জানে,cholito
মনে পড়েছে তোমার নাম,cholito
“চেতনা কি যুক্তির বাইরে,cholito
তার পর মরণে আমার কোন ছুঃখ থাকিবে না” তার পর বেশ পরিবর্তনের কথাটা,sadhu
আপনার নিকট সেই সংবাদ দিতে আসিয়াছি,sadhu
বাদলও তাই করছে,cholito
"কোলাহল ভয়ানক হইল, লোকসকল সম্মুখে ছুটিতে লাগিল",sadhu
"এই যুক্তিতে, যে-ঘটনাটি",cholito
", জেজেয়া সম্বদধে গুরঙ্গজ্েবকে একখানি পত্র লিখিলেন",sadhu
আজো সেদ্দিনকার সেই খ্যাতিহীন মুক্তির আকাশের জন্তে তার মন ব্যাকুল হয়,sadhu
"রানু চোখ বড়-বড় করে বলল, “আপনি আমার কথা বিশ্বাস করছেন না, তাই না",cholito
শুধু নাম দিয়ে লোক খুঁজে বের করে ফেলবেন,cholito
“যেভাবে আমি তাকাই সেই ভাবেই তাকাচ্ছি,cholito
পয়সাও দেব না,cholito
_ গ্রন্থ সাহেব বই-এ গুরু নানক বলেছেন _,cholito
মাঝে মাঝে অশ্ঈগণের হ্েযোরব-_-আর' সৈনিকের ডাক হাক,sadhu
তুমি কি হেটে হেঁটে ক্যান্সার হওয়৷ গাছ খুঁজে বের করা,cholito
গাড়ির ড্রাইভার আমার চেনা-_ তার গাড়ির ভেলভেটের সিটই আমি আগুন দিয়ে,cholito
এক সময় হয়তো তুমি বাংলাদেশ বের করে ফেলতে পারবে,cholito
পরীক্ষা যে দিচ্ছিস না খালা-খালু কি জানেন,cholito
তোমার হাতটা ধরলে মনে হয় আমি পুরো পৃথিবী জয় করেছি।,cholito
"বললাম, “ভেতরে গিয়ে বসুন, এষা আসছে'",cholito
চন্দ্রুড় হা করিয়া রহিলেন,sadhu
তোকে সে দিন কে বাচাঁইল,sadhu
"স্পঞ্জ স্যান্ডেল, না চামড়া",cholito
আমি আবার চুপচাপ খেতে পারি না,cholito
এতই বধির ভাবে সমস্ত বাংলাদেশের চিত্তবেদনাকে একেবারে চূড়ান্ত করিয়,sadhu
“ঠিকানা কি,cholito
"গঙ্গারামের যদি তেমন চক্ষু থাকিত, তবে গঙ্গারাম ইহার ভিতর আর এক জন নুকাইয়া আছে দেখিতে পাইতেন",sadhu
এক্ষণে স্বামীর সঙ্গে সাক্ষাৎ কর” ভ্রী,sadhu
কিন্তু নাম জানার দরকার আছে কি,cholito
ছুই স্রোতে শ্রী ভামিয়া গেল,sadhu
আমি খাব না,cholito
পুর্বে আমাদেব এদশা ছিল না,sadhu
দেখিলাম বে এই বাহুদ্বয়ে শিশুর বলগ নাই; বাহুবল ব্যতীত এবত্ব সফল হুইবাঁর নহে,sadhu
"আপনি যা বলিবেন, তাঁই করিব",sadhu
অশ্লীল বলা যাবে না,cholito
কিছুতেই মন লাগাতে পারছে না,cholito
"শুনি,ম্যাজিস্ট্রেট সাহেব বলছেন- আমি তো সারাদিন এখানে বসে থাকব না",cholito
"” প্রাচীন তখন হাসিয়া বলিল, ""মা, কে কার চাকর, তা আমি ত জানি না",sadhu
একটা প্রিলিমিনারি লিষ্ট তৈরি,cholito
"তখন মাঁণিকলাল রূপনগরের সৈনিকদিগকে বলিলেন, “শক্রদল পলায়ন করিয়াছে-'-আর কেন বৃথা পরিশ্রম করিতেছ",sadhu
"ডেকে বলে-__ সুরমা, তুমি কিন্তু সাক্ষী",cholito
"সবাই বাইরে থেকে যতটা শান্ত দেখায়, ভেতরে ভেতরে অনেকেই ততটাই অগোছালো আর ক্লান্ত হয়ে থাকে।",cholito
"শুদ্ধ কৌতুহল না, অশুদ্ধ কৌতুহল",cholito
"খালু সাহেব, কফি খেতে ইচ্ছা করছে",cholito
-সখিনা চমকিয়া উঠিলেন-হৃদয়ে বেদনা লাগিল,sadhu
"কিন্তু রাজপুতের সঙ্গে রাজপুতের সম্বন্ধ বহু দিন হইতে চলিয়া আমিতেছে, * এই যুদ্ধে রূপসিংহ ঘোড়া হইতে লাফাইয়া পড়িয়া, উদ্ক্ত তরবারির জোরে পথ পরিষ্কার করিয়া আওরংসসীবের হাতীর কাছে আসিয়া হাওদার দড়ি কাটিবার চেষ্টা, করিলেন, যেন হাওদাসদ্ধ আওরংজীব মাটিতে পড়িয়া যান",sadhu
দৈব শব্দ শুনিতেছ,sadhu
কে যেন তাকে অনুসরণ করছে,cholito
"এই বনের কোনো সীমানা নেই, ঠিক মানুষের মনের মতো।",cholito
ভাড়া করিয়াছিল; আশি পলাইলাম,sadhu
"হাসান ভাবিয়াছিলেন, জায়েদার ঘরে কয়েক দিন যাই নাই, না জানি জায়েদা আজ কতই অভিমান করিয়া রহিয়াছে",sadhu
"য়ী, ইনিই ভোমার স্বামী 1” হিরগ্ন়ী চাহিয়া দেখিলেন-তরাহীর মাথা ঘুরিয়া গেল_ জাগ্রৎ স্বপ্রের ভেদজ্বানশৃদ্তা হই- লেন",sadhu
এই মিলনকে সম্ভবপর করিবার জন্ত মতের বিরোধকে বিলুপ্ত করিতে হইবে এক্সপ ইচ্ছা,sadhu
সবার মাঝে আমি ফিরি একেল,sadhu
কেন বললে তুমি দেখতে,cholito
মসুষা সমাগমের চিন্ুমাত্র দেখিতে পাইলেন না,sadhu
আমি চমকে উঠলাম-_ এ-কী,cholito
"তাহাকে গৃহপিঞ্জরে বদ্ধ করিয়া, মানিকলাল উহার পোষাক গরিল",sadhu
"অতি অসহন বহিদহন মর্ম-মাঝারে করি যে বহুন, কলঙ্করাহু প্রতি পলে পলে জীবন করিছে গ্রাস",sadhu
সৌন্দর্যসম্পর্দ-মাঝে বসি কে জানিত কাদদিছে বাসনা,sadhu
নদীতে নৌকা বাইতে মজা লাগে।,cholito
জঙ্গলের জোছনা,cholito
নইলে তিনি তৈরবীবেশ ধারণ কর্বেন কেন,sadhu
"” আক্কাস বলিলেন, “জল নিকটেই আছে",sadhu
"দিললীশ্বর নির্মলকুমারীর সাহস ও চতুরতা দেখিয়া, ক্রোধ পরিত্যাগ করিয়া বিশবয়াবিষ্ট হইয়াছিলেন, কিন্তু এই কটুক্তিতে পুনর্বার জুদ্ধ হইয়া উঠিলেন",sadhu
কোডের কোন ধারায় আছে যে গর্ত খুঁড়ে মাটিতে বসে থাকা যাবে না,cholito
আপনাকে আমি নাম ধরে ডাকতে বলেছিলাম,cholito
দেশের যে সম্প্রদায়ের লোক স্বদেশী প্রচাবের ব্রত লইয়াছেন তীহাদের প্রতি এই সকল লোকের বিদ্বেষকে কি চিরস্থারী কর,sadhu
অসন্তব সুন্দর জোছনা হয়েছে,cholito
"আমি এক কাজ করি, গাড়ি করে ন৷ হয়",cholito
"নবম পরিচ্ছেদ বন্দেআলি নামে ভূষণার এক জন ছোট মুসলমান, এক জন বড় মুসলমানের কবিলাকে বাহির করিয়া তাহাকে নেক করিয়াছিল",sadhu
এছাড়াও আপনার খরচ-পত্তর যা লাগে দেয়া হবে | কোন খাতে কত খরচ হলো,cholito
"শুক্রবারে যখন বাদশাহ মস্জীদে ঈশ্বরকে ডাকিতে যান, তখন লক্ষ হিন্দু সমবেত হইয়া তাহার নিকট রোদন করিতে লাগিল",sadhu
মন যেদিকে ফিরাও সেই দিকেই যায়,sadhu
আনিস উঠে গিয়ে রান্নাঘরে উকি দিল,cholito
আজও জানা যেতে পারে,cholito
আমি হাসির কথা বলি__ আজি,cholito
"একবার যখন তিন গোয়েন্দা কোনো কেস হাতে নিয়েছে, সেটার সমাধান হবেই।",cholito
"ততককত টভরবীপূজা, নবকুমারের বন্ধন; এ সকল মনে পড়িভে লাগিল | কপালকুগ্ুন",sadhu
বিভ্রান্ত না কর,cholito
"” 10 ইহাতে হে.কোন মানা; হইবে, এরপ আমি, কল্পনা, করি; নাই",sadhu
আমি সেই তারকাচিহ্ছের,cholito
কিন্তু যেখানে বহু লোককে নিয়ে স্থতটি সেখানে হৃষ্টিকার্ষের বিশুদ্ধতা -রক্ষা সম্ভব হয় না,sadhu
এতো৷ দেরি করছে কেন বুঝতে পারছি না,cholito
"আশা হাসি মুখে বলল, “জ্বর কত আন্দাজ করুন তো",cholito
“উনার চাকরি চলে গেছে,cholito
"মুগ্ধ স্বরে বলল, ভুরুও",cholito
কী করে হলেন ভাবতে-ভাবতে আমি হাটছি-_রুপার চিঠি এখনো পড়া হয়নি,cholito
জীবন মানেই তো বারবার নিজেকে প্রমাণ করা।,cholito
নবকুমার তাহ দেখিয়াঁছিলেন,sadhu
করছে কে জানে,cholito
"কোনে সামার্জিক প্রথাঁকে অনিষ্টকর জ্ঞান করিয়া, আমরা ইংরাঁজের আইনকে ধাটাইয় তুলিয়াছি, তাহাঁও কাহারো অগোঁচর নাই",sadhu
"আর অধিক বলিতে পারিতেছি না, ক্ষমা করিবেন",sadhu
"-” এই কথাগুলি বলিয়া পত্রখানি শতখণ্ড করিয়া কাসেদের হস্তে দিয়া হোসেন আবার কহিলেন, “যাও",sadhu
"এজিদের সহিত বাল্যকালে বাল্যক্রীড়া ঝগড়া বিবাদ হইত, এজিদ্‌ তাঁহাদের দুই ভ্রাতাকেই দেখিতে পারিতেন না, একথা লইয়াও সময়ে সময়ে গন্পচ্ছলে জয়নাবকে শুনাইতেছেন",sadhu
ক) আখি নামের মেয়েটার সঙ্গে যোগাযোগ হয়নি,cholito
আবার নাও পারি,cholito
"“একটা সিগারেট দিন তো হিমু সাহেব, সিগারেট খেতে ইচ্ছা করছে",cholito
"আর, চিতোর হইতে পশ্চিমে উদয়পুরে যাইতে হইলে মধ্যে দেবারী গিরিসঙ্কট পড়ে",sadhu
আমি তোমাকে নিতে,cholito
"না কীদিয়া, যাতে এ কলঙ্ক যুছিয়া তুলিতে পারি, তাই করিতে হইবে",sadhu
ভাবী একটা-কিছু ব্যবস্থা করবে,cholito
আচ্ছা আমি এইসব কি ভাবছি মুল দায়িত্ব পাশ কাটিয়ে যাচ্ছি,cholito
মারিয়৷ বলেছিল তুই আসবি,cholito
"লৌকিক সুখে তিনি সূখী হইতে ইচ্ছা করিতেন না, ভালবাসিতেন না",sadhu
আমরা দু'জন টীরুমে বসলাম,cholito
"সীতারামও আত্মরক্ষার্থ, মহম্মদপুরের চারি পারে ছুর্লজ্ঘ্য গড় প্রস্তত করিতে লাগিলেন",sadhu
"আশা শোন, আমরা বাংলাদেশ দেখতে বের হয়েছি",cholito
দুদিন ধরে অফিসেও যাচ্ছ না,cholito
"বাহিরের দর্শকমগ্ডলী বলিতে লাগিল, “মা",sadhu
"থাকে, যদি অগ্নদান, জল- ঘ্বান, আশ্রয়দান, স্বাস্থ্যঘান, বিছ্যাদ্ান প্রভৃতি সামাজিক কর্তব্য ছিন্রসমাজ হইতে স্মজিত হইয়া",sadhu
তার চেয়েও ভয়ঙ্কর ঘটনা ঘটল বিল পার হওয়ার সময়,cholito
নচেহ আমিও তোমাকে ইহার সস্ছিত ষাঁইতে বলিতে পাঁরি না,sadhu
“বাদাম খাচ্ছিলাম,cholito
"মান দিবসের শেষের কুহুম তুলে এ কুল হইতে নবজীবনের কুলে চলেছি আমার যাত্রা করিতে সারা॥ ৯৫ পৌষ ১৩৩৮ হে মোর সন্ধ্যা, যাহা কিছু ছিল সাথে রাখি তোমার অঞ্চলতলে ঢাকি",sadhu
খালি উছিলা খুঁজে কীভাবে মারবে,cholito
তুমি কি আমাকে ক্ষমা করবে?,cholito
"তুমি বলিতেছ, তোমার স্বামী আছেন",sadhu
ঘেন্না ধরে গেল,cholito
পৃথিবী অন্ধকাঁরময়ী হইল,sadhu
"বাবা যে বলল, এক বছর”",cholito
প্রভাত নিকটবর্তী,sadhu
"“আমি ঘদি কাউকে সঙ্গে করে নিয়ে আসি, তাকে কি আপনি আপনার খেলা",cholito
এ কানন মধ্য তোমর] দুই জনে এ নিশীথে কি কুপরামর্শ করিতে- ছিলে,sadhu
ম্তলোকেব্র শ্রেষ্ঠ দান এই গ্রীতি আমি পেয়েছি এ কথা প্রণামেরর সঙ্গে বলি,sadhu
"দেশের যদি মৌহ ভাঁঙিত, দেশের আকাজ্ষা যদি ম্ীচিকার দিকে না",sadhu
আগে ব্যবহার খুব খারাপ ছিল,cholito
এই দিনগুলো আমার কাছে খুব কঠিন হয়ে গেছে।,cholito
আমার বাড়ির নির্জন স্থানে পরম রূপবান দুইটি বালক শয়নাবস্থায় কাঁদে কেন,sadhu
স্নায়ু অবসন্ন হয়,cholito
"উভয়ে উপ- 'বেশন করিলে ত্রাঙ্মণবেশী কছিলেন, ৭ এরথমতঃ আত্মপরিচয় দিই",sadhu
"কিছু গল্প হাসায়, কিছু গল্প কান্নায় ভেজায়, আর কিছু গল্প ভাবনার সাগরে ডুবিয়ে দেয়।",cholito
"এখনো বলিতেছি, ফোরাতকুল ছাড়িয়া দিয়া সেই বিপদকাণ্ডারী প্রভূ হজরত মোহাম্মদের পরিজনগণের প্রাণরক্ষা কর",sadhu
"তুমি যে বলিলে, তোমার শত্রু, রাজা নিয়া বার জন",sadhu
"আকাশ সমুদ্-সাথে প্রচণ্ড মিলনে মাতে, অখিলের আথিপাতে আবরি তিমির",sadhu
আমার অদৃষ্টজোরেই ঘরে আসিয়াছে,sadhu
স্ত্রীকে দিয়ে এলাম না,cholito
"গণাইতে আসিয়াছে, ভাহারাই ভিড় করিয়াছে",sadhu
সেই কারণেই আপনাকে দেখে এমন চমকে উঠেছিলাম |”,cholito
শি ভি রিনা,cholito
| বোধহয় আপনার ফুপা | তাকে একদিন টেলিফোনও করলাম,cholito
হলে তার সমগ্র চেতনা প্রচণ্ড নাড়া খাবে,cholito
"এমন কথা উঠিতে পারে যে, আমাদের দেশের কাজ করিতে গেলে প্রবল পক্ষ যদি বাধা দেন",sadhu
"যেরূপ দিবানিতি কপালকুগুলার সুখসচ্ছ্নডাঁর অন্বেষণ করিতেন, তাহাতে প্রকাশ পাইিত; সর্বদা অন্যমনম্তা শৃচক পদবিক্ষেপেও প্রকাঁশ পাঁইত",sadhu
"আমি বললাম, খালু সাহেব কিছু বলবেন",cholito
"রূপনগরের সত্য রাজকুমারী পূর্বের অয়পুর-রাজা, পশ্চিমে যোধগুর, এবং দক্ষিণে বাদশাহী আজমীর সুবা, এই তিনটিতে ঘেরা একটি সুত্র রাজপুত রাজ্য আছে, তাহার নাম কৃষ্ণগড়, এবং ইহার বর্তমান রান্জধানীও একিষণগড়” শহর",sadhu
"আমার এত ভাল বাবা ৮ আমি বেশি কাদিনি,",cholito
মোহাম্মদীয়গণ জেহাদের নাম শুনিয়া আহ্রাদে নাচিয়া উঠিলেন,sadhu
"হোসেন বলিলেন, “মাতামহ ইহাও বলিয়া গিয়াছেন, চতুর্িক হইতে যেস্থানে “হায়",sadhu
আমি খুবই নিরীহ মানুষ,cholito
তাহাকে জিজ্ঞাসা রুরিলে জানিতে পারিবেন_-আমি রাজপুতকন্াঁ,sadhu
তুলিতে চায় সৌন্দর্যের সরল সংগীতে,sadhu
আমার বাবার চোখ এড়িয়ে গিয়েছিল,cholito
এ সম্মানকে আমি আপনার বলিয়া গ্রহণ করিতে পারিব না,sadhu
সে সিরাজউদৌলা নাটকের নর্তকী | সিরাজউদ্দৌলা পলাশীর আত্রকাননে তার,cholito
"মুসালবাসীরা হজরত ইমাম হাসানের শুভাগমনে যারপরনাই আনন্দিত হইয়া অতি সমাদরে বিশেষ ভক্তি-উপহারে অভ্যর্থনা করিলেন, কিন্তু এখানে তাঁহার ভাগ্যে বেশি দিন বিশ্রাম ঘটিল না",sadhu
“আমি শুধু যে প্রস্তাব দিচ্ছি তাই না__আই মিন ইট,cholito
"সেই কর্তৃশক্তি বর্দি আমরা সমাজের মধ্যে প্রদৃঢ়-সুস্প্ই করিয়া রাখি, তবে বাহির হইতে বাংলাকে নিজ্জীব করিতে পারিবে না",sadhu
"নাশতা চেয়েছে, তার সঙ্গে খানিকক্ষণ কথাবার্তাও বলেছে",cholito
ঘেন্না লাগবে,cholito
” এই কথা বলিয়া পিতৃচরণে প্রণাম করিয়া আলী আকবর অশ্বে আরোহণ করিলেন,sadhu
"উদার গলায় বললাম, পুরোটা রেখে দিন",cholito
রবীন্দ্রনাথ ঠাকুর আমাদের জাতীয় কবি হইয়া থাকেন।,sadhu
"এই সকল ক্ষুদ্রতা হইতে নিজেকে উদ্ধার করিয়া দেশের প্রতি গ্রীতির উপরেই দ্বেশের মঙ্গলকে প্রতিষিত করিতে হইবে-_ম্বভাবের দুর্বলতার উপর নহে, পরের প্রতি বিদ্বেষের উপর নহে এবং পরের গ্রতি অন্ধ নির্ভরের প্রতিও নহে",sadhu
আগের বার আপনার নাম জানা হয় নি,cholito
আমি কফি খাচ্ছি,cholito
আমি এখনই খাইতেছি,sadhu
"‘না, মন-খারাপ করব কেন",cholito
মনে হচ্ছে মীরা ঘটনার আকম্মিকতায় বিচলিত,cholito
লুৎক্‌-উদ্নিসাঁও পুর্বে এই আলে,sadhu
উনার বাসায় যেতে বলেছে,cholito
” মতি তাঁহার কোঁন উত্তর করিলেন না',sadhu
"আমি লিখাইয়৷ দিব, না আপনি লিখিবে",sadhu
"জীবন মানেই তো হারজিতের খেলা, শুধু লড়তে জানলেই হলো।",cholito
"ষ্টি সহস্র লোকের প্রাণ বোধ হয়, এ জলের জন্যই বিনাশ হইল",sadhu
এ সকল স্থান রাণার রাজ্য ৮ এইরূপ কথোপকথন করিতে করিতে তাহার,sadhu
"৫৯ 'সীতারাম আমি যাহা দেখিয়াছি, তাহাই লিখিতেছি",sadhu
কিছু কিছু দুল এমনই বিচিত্র যে মেয়ের মুখের দিকে তাকানো হয় না,cholito
১১ তাহাতে কোন অর্থবোধ হয় না,sadhu
কিছু মনে থাকে না,cholito
“ আমার অসম্মতি নাই,sadhu
মুল ব্যাপার হলো- বাচ্চাটাকে,cholito
"প্রচণ্ড রোদ উঠেছে, রোদে আপনার বিখ্যাত",cholito
আমাদের বাঁড়িতে আর-একটি সমাবেশ হয়েছিল সেটি উল্লেখযোগ্য,sadhu
"একশ ডলার বাজি, পারছিস না",cholito
"আমি দীর্ঘনিশ্বাস ফেলে বললাম, এটা শুনেই আপনি ধরে নিলেন বাবা মাকে",cholito
