sentence,label,source
The gentleman was blowing wind while talking,cholito,Book
Between the conscious and subconscious worlds,cholito,Book
,sadhu,Book
Zeyad also sent off Kased of Damascus and the army of the same army with special rewards.,sadhu,Book
Soon everyone will see Daya-Maya,sadhu,Book
And bought ten garlands himself,cholito,Book
Leadership is something dogs are native to wolves - dogs are not,cholito,Book
The Greek Greek shows this,sadhu,Book
"I can't give anyone a horse, I can take my horse",sadhu,Book
Protect the side surface of the pot in one scan,sadhu,Book
"He was coming, he remembered the 9 intense rites that all the toppers used to do.",sadhu,Book
,sadhu,Book
"Thinking-_ Not paying much attention to me, and I'm just babbling restlessly",sadhu,Book
Double-vision when drunk,cholito,Book
"You don't like looking for a bathroom, Himu",cholito,Book
,cholito,Book
,sadhu,Book
"If Mahin 1 is taken while remaining, then it is completely in the hands of the poet",sadhu,Book
,sadhu,Book
I have instilled in me the urge to fulfill this urge to see and see for 100 days,sadhu,Book
I am very surprised myself,cholito,Book
,cholito,Book
,cholito,Book
If madam is angry with you because of marriage break up then nothing will come of you,cholito,Book
This seems to be the place,cholito,Book
,cholito,Book
", the body is not going well",cholito,Book
", are you saying these things to reach me",cholito,Book
I will not leave Asha with you,cholito,Book
I am supposed to be a witness at Zaheer's wedding,cholito,Book
Mr. OC was looking at the dead mosquito with great interest,cholito,Book
Ph.D. Where did you go to do it?,cholito,Book
"And after receiving this letter, Ejid will deliver the sermon in the name of Namdar, if he does otherwise, he will suffer the punishment of treason.",sadhu,Book
Yaisa kiya bat hogi,sadhu,Book
Turna Nishitha is gone I feel gone,cholito,Book
"How to spend the day, what have you ever thought",sadhu,Book
Enter the house and make fun of the sister-in-law,sadhu,Book
Don't stop at the last minute,cholito,Book
I will give nothing,sadhu,Book
I can see him,cholito,Book
You know that news very well,cholito,Book
I left with the invitation card,cholito,Book
,sadhu,Book
"If you say yes, say yes",cholito,Book
Udyan and Sohrawadi Udyan are both equidistant,cholito,Book
Ghazipur 13 December 1888 Mansi 5€ With hundreds of love drawn towards nature] Hriday Eki Khel Tor,sadhu,Book
Eating is not going away,cholito,Book
"Saying the words slowly, Zayda left",sadhu,Book
Intolerance of slow heartbeat,sadhu,Book
It was seen that his speech is also beautiful,cholito,Book
,cholito,Book
"Navakumar was saying, * You go back to Anja again, I hope you do that",sadhu,Book
,sadhu,Book
His hand is so strong that the head is split in two with one blow,sadhu,Book
This is Mr. Himu,cholito,Book
,cholito,Book
This gentleman seems to belong to that group,cholito,Book
"You have taught the religion of nuns, so I have learned",sadhu,Book
Bhojnang Ghatra Tatra Shainang Hasta Mandir,cholito,Book
Just feeling very worried about the dream of Fulfulia,cholito,Book
Is your rate too high?,cholito,Book
He went to Kishangarh and worshiped Charumati,sadhu,Book
,cholito,Book
,sadhu,Book
I went to Bismillah restaurant and asked Chakku to have breakfast,cholito,Book
"Immediately, Zooey's father's voice was heard",cholito,Book
"Today, suddenly, without a cloud, the city dwellers came out in fear after hearing the heartbeat like thunder, and saw that there was no movement of clouds in the sky, but the road was dark with stones and grains of sand; Numerous armies marched towards Madinah with auspicious victory. Among the townspeople, some felt pain in their hearts, some had tears in their eyes, some felt joy after celebrating Ajid.",sadhu,Book
"While eating, Tamanna once asked, their cooking is good, isn't it",cholito,Book
"First wife Hasnebanu, second Zayda, third Zainab",sadhu,Book
,sadhu,Book
"I have a pair of khaki pants, never fit",cholito,Book
We will demand an account of this amount,sadhu,Book
,cholito,Book
He seemed to be asleep,cholito,Book
Sitting round the bed,cholito,Book
"” At the words of the Imam, everyone started to set up the camp with joy",sadhu,Book
,cholito,Book
,cholito,Book
Many people who are intolerant of Hinduism say that,sadhu,Book
"Especially when you are engaged in such a dangerous activity, if the ghost comes into play, this trust has come.",sadhu,Book
Aunt looked at her with hard eyes,cholito,Book
"If you drop it, I will drop it",cholito,Book
,sadhu,Book
,cholito,Book
"Bilu said, Ranu Bhabhi, I am telling you a secret",cholito,Book
"I have heard the tradition, which of our country",sadhu,Book
"Listen Himu, my daughter is going to England for her studies",cholito,Book
"This is not just an event of joy, but an event of great joy",cholito,Book
Chanrchur saw that the king was unable to speak -_he was in a state of disorientation,sadhu,Book
"In such a situation ""brother"" shot",sadhu,Book
Then arrange for some children to see me if possible,cholito,Book
"What shall I do, Father Gurujan, to protest against his words is a great sin; Anyway, don't worry; We will go to Madinah with two brothers and two boys when the night is past two o'clock",sadhu,Book
The pain is unbearable,sadhu,Book
"The gatekeepers said, “In this palace, there lives a queen",sadhu,Book
,cholito,Book
Forced to give the love there is not adorable,sadhu,Book
Then Mr. Khalu bought ice cream,cholito,Book
These three people were helpful,sadhu,Book
"Hey beta, break the laths",sadhu,Book
"Why, don't you know that the Mussalmans are coming to loot Muhammadpur—killing us all and burning the town. gives",sadhu,Book
"Look, the baby boy's eyes are black with anger and hatred",cholito,Book
Prime Minister Haman expressed his disapproval of the war and kept Marwan away from Madinah for a few days,sadhu,Book
"I heard you can tell the future, see hands",cholito,Book
Then the chest kept pounding,cholito,Book
"On the way, Akkas, beloved councilor of Lord Mohammad, said to me, he is also your candidate",sadhu,Book
,sadhu,Book
"After killing Ejid Hasan, he started killing Hossain",sadhu,Book
,sadhu,Book
"Now that writing is not there, the rest of the system is not there",cholito,Book
"The Muslims did not come here, nor did they attack Churga",sadhu,Book
"He is old - worn out, feels very tired",cholito,Book
Your uncle also took a bottle,cholito,Book
"Seeing the enthusiasm of the soldiers, Muslim mounted his horse with redoubled enthusiasm, and in a moment the soldiers marched out of the city in ranks.",sadhu,Book
,cholito,Book
Instead you will not come to this house,cholito,Book
,cholito,Book
I have something to say about that,sadhu,Book
"Mr. Yakub was surprised and said, ""What are you talking about?""",cholito,Book
"A little discussion will make it clear how necessary it is for us to have a system of storing up the bodily energy in a particular place, realizing it in that particular place, and applying it everywhere from that particular place.",sadhu,Book
,cholito,Book
I will enter the orphanage through his ass,cholito,Book
,cholito,Book
I forgot that number too,cholito,Book
"Aunt was shocked and said, I have spoken to you",cholito,Book
I got a call at ten o'clock,cholito,Book
,sadhu,Book
Both moved a little,cholito,Book
Can anyone be found?,cholito,Book
"There is a universal form of truth in human perception, and it also has a particular form",sadhu,Book
"Remember, your uncles belong to the ghoul class",cholito,Book
I came out in a calm manner,cholito,Book
,cholito,Book
He wondered how long it would take him to ask another person that question,sadhu,Book
"Explosives are being artificially manufactured by the Chushte group in the laboratory, so if a few scumbags are caught and handed over to the police magistrate, the production will be punishable.",sadhu,Book
The blouse that I will wear does not have two buttons,cholito,Book
"Not quite gone yet, hanging by a little thread",cholito,Book
"Two police jeeps passed in quick succession, startling the people on the street",cholito,Book
"It is true, and from Persian history, that the royal army is often besieged and afflicted by want of food and fear of the Rajputs, but not by the king himself.",sadhu,Book
Torak Kha died at the hands of Mrignaya,sadhu,Book
Girls who make jokes think of him as a slob,cholito,Book
"Orb walls painted in wild rattan; Then the imitation of Vajjamahal and Mayurtakt is Pramid, the imitation of Mei on the wall of the house.",sadhu,Book
"I also know how to fight, but who can advance against the Mogul's millions of troops",sadhu,Book
"Yasti"" I understand Sar",sadhu,Book
"Do not see, we have started in Maggi",sadhu,Book
,sadhu,Book
"Ranu arranged the cup of tea and said in a soft voice, Murti-murti Neelu said in surprise, I said so.",cholito,Book
Suddenly the river became dark with smoke - the sound was deafening,sadhu,Book
,sadhu,Book
Head out from behind,cholito,Book
"If you surrender your life at the hands of the infidel for the sake of the hunger of the progeny of the Lord Muhammad, a hundred blessings be upon you.",sadhu,Book
He got sick and was admitted to the hospital because of fear.,cholito,Book
"""Such shouts started rising from all directions",sadhu,Book
,cholito,Book
Badal holds a cigarette and smokes like a professional with a serious face,cholito,Book
This girl's name is Mitu,cholito,Book
But all this is just a word of mouth and 'so far away that we have nothing to do with it,sadhu,Book
He said that the Muslims there nowadays do not use bilati cloth or salt as a matter of convenience,sadhu,Book
"That day, I took two of your sister's pressure medicine, thinking it was a headache tablet",cholito,Book
Einstein's photo will be printed with it,cholito,Book
,cholito,Book
So one can only hope that the tangle of lifeless party rules in Tabista will not completely eradicate the ashes of this ashram.,sadhu,Book
"Lord Malek, nothing of this matter will happen to me",sadhu,Book
"And ordered that if the Dakini was not found within three days, then in the presence of all Rajor's people (the goddess) should be stripped naked and beaten with a cane.",sadhu,Book
I am very angry,cholito,Book
I staggered up,cholito,Book
Patients in other beds look on with curiosity,cholito,Book
,sadhu,Book
I will hurt them a hundred thousand times more than the pain they gave me,sadhu,Book
Finally one day fame came and pulled out 81 in the uncovered midday,sadhu,Book
"Before that, Minister of Oil and Energy Mubarak Hossain telephoned to release me",cholito,Book
Father did not treat me,cholito,Book
Sometimes I want to eat well,cholito,Book
,sadhu,Book
Do not do otherwise,sadhu,Book
,cholito,Book
* i.e. by killing your loved ones,sadhu,Book
You will swim in the sea of ​​danger by taking the courage of the thief,sadhu,Book
I started the day with a conversation with a crow,cholito,Book
"A thick body doesn't penetrate easily, the bark is torn apart--how much--too much for love.",sadhu,Book
,cholito,Book
Asma wants to see Imrul,cholito,Book
,sadhu,Book
"""On command, the guards took Maymuna's hand and dragged her outside the court",sadhu,Book
"Open the door, no one calls me for a while.",sadhu,Book
"But I can say so far, the real word will not enter the ear of one person and the ear of another",sadhu,Book
I didn't send you to war to come back alive,sadhu,Book
"How many times the lamp was lit, the rati of the tree roared, when the world was shaken, doubt was pushed.",sadhu,Book
Men do not love such a girl,cholito,Book
But he did not step on the straw because he had taken care of the pain,sadhu,Book
,sadhu,Book
,sadhu,Book
Ongoing--but nowhere from the middle,sadhu,Book
Hussain wiped the water from his eyes and walked towards Noorabi Mohammad Mustafar Rawza Mubarak.,sadhu,Book
"Please tell Zainab first about Ajid's proposal, and finally about my prayer",sadhu,Book
Several empty rickshaws pass in front of me,cholito,Book
1 Jugarlanguriya on Bhave Tiha's marriage proposal,sadhu,Book
,sadhu,Book
Because the soul of the bride wants to spend the precious time as soon as possible after hearing the good news of the long-awaited love.,sadhu,Book
,sadhu,Book
A man is good about this too,cholito,Book
This pocketless Punjabi bought me silver,cholito,Book
8 At this time Chantra Tarkalanka came to the king's side and took both hands of the king.,sadhu,Book
"If blasphemy has been written in my sight by the God of food and water, then you will forgive me.",sadhu,Book
Sir while studying at school,cholito,Book
"For which I can leave the state, so I want",sadhu,Book
He is sitting in front of me on a wicker chair,cholito,Book
,cholito,Book
,cholito,Book
"He sees clean mango trees, birds sitting on the trees",cholito,Book
Maniklalla's house is six and three crores from that place,sadhu,Book
"If he comes today, he will not be your blind Bible",sadhu,Book
,cholito,Book
,sadhu,Book
He sells paintings at home and abroad,sadhu,Book
He seems to belong to that party,cholito,Book
We have come to you at this auspicious time to impart a special secret theory,sadhu,Book
,sadhu,Book
"If someone comes here hearing about you, it is bad luck for all of us",sadhu,Book
"The manager said with a hard face, should I tell him that he said he will read when he wants",cholito,Book
"I said, a girl is missing",cholito,Book
Me: I have nothing to ask,cholito,Book
,cholito,Book
"You did not say that everything is there, but it is as if there is nothing in it",sadhu,Book
,sadhu,Book
", why just hide it",cholito,Book
Now it feels good to gossip with Aunt Reshma,cholito,Book
"I am also going behind him, although it is the rule to go in the opposite direction",cholito,Book
But tell the queen who lives here,sadhu,Book
He won't have the horrible memories of drowning,cholito,Book
,sadhu,Book
"He who is fighting, is also murmuring, he who is not fighting is also murmuring.",sadhu,Book
,cholito,Book
Great-grandfather's “dirty face] Bharat Tomaki',sadhu,Book
"So much wonder is happening outside of us every day, and good inside of us",sadhu,Book
"Finally, I am ready to travel with a company",sadhu,Book
"He said, ""Even though you abandoned me, you showed me so much mercy and gave my brother's life as alms, this is your greatest virtue.",sadhu,Book
The beat constables were saying you don't have spiritual powers,cholito,Book
,cholito,Book
"Being deeply ashamed of the sweet lust of Sati, he returned to the field of battle, beating his horse loudly.",sadhu,Book
,cholito,Book
,sadhu,Book
,sadhu,Book
,cholito,Book
He came home to meet me,cholito,Book
Kusum ignores the intense pain in her body and looks at the decoration of her cabin,cholito,Book
,sadhu,Book
He spoke of tea by pressing the bell like an instrument,cholito,Book
"Because in your reign the ministers have no power, the Umrahs are not trusted, the peasants are oppressed, the scribes are unemployed, the merchants",sadhu,Book
There is no doubt that Bhomadegar has received the approval of all,sadhu,Book
"Then by the service and respect of all people, he who is the butterfly of all people is pleased",sadhu,Book
No scene to be confused,cholito,Book
Your happiness is everywhere in me,sadhu,Book
Or pretend to obey,cholito,Book
"Listen, see a good girl and marry her - you will see that madness will be cured",cholito,Book
But there is no one else who knows the rope and the pitcher as a friend,sadhu,Book
The traveler went tirelessly without violating the order of the Ajid,sadhu,Book
I have committed this crime in literature,sadhu,Book
I walked to Malibagh,cholito,Book
"14 Agrahayan 1887 17 Agrahayan 1887 Mansi 57 But still remember, if I go away, that old love that once became only a distant story, covered with the web of new life.",sadhu,Book
Then the old woman was very amused and told the matter of painting,sadhu,Book
"Himu Bhaijaan said, I left Dhaka",cholito,Book
"Murla Tanjan growled and said, ""Eh, who's the order?""",sadhu,Book
Yad is doing research on beggars,cholito,Book
,cholito,Book
Gradually everyone woke up,sadhu,Book
"Sitaram also used to meet Nanda when he came to the capital; During all these times, Nanda informed Sitaram about Rama-_said, ""Me Bara 'Katar' - you go and see him once"" Sitaram kept going and did not go.",sadhu,Book
"Not possible in the case of universal nature, but possible in the case of universal man",sadhu,Book
"In this direction, the criminal calculates",sadhu,Book
Now it is seen that there is no sign of effort in the village,sadhu,Book
,cholito,Book
,sadhu,Book
"Old, dead",cholito,Book
I left immediately,sadhu,Book
Bandhana was played at the shrine of Gangaram,sadhu,Book
"13 98 Kapalkugula 1 At once, alone in the darkness, I was afraid. felt at home",sadhu,Book
,cholito,Book
"I had special favors and favors on you, you were a person of great faith, everyone knows that",sadhu,Book
"This sociopath may be sometimes good, sometimes bad, but the society remains awake, but on the whole no individual can do permanent harm to the society.",sadhu,Book
Puppet tied with string,cholito,Book
"Brother said, dogs and cats also love people",cholito,Book
I don't know why my cravings get a little scary towards the end,cholito,Book
"Within days Humayun recovered, Emperor Babur died",cholito,Book
"He said in a cold voice, I will not live that long",cholito,Book
,cholito,Book
"Maymuna will not be a queen, but only a gold coin",sadhu,Book
-Abduction-Immersion-Abandonment,sadhu,Book
You will see if you left it,cholito,Book
"He will say, ""Hey, hey, why did I ask you to throw away the cigarette?""",cholito,Book
This Zainal last saw her daughter when she was two years old,cholito,Book
"Offered to run, but somehow",sadhu,Book
"Of course, nothing will come of Himu",cholito,Book
"Chajsekhar Babu said that it is not being carried out Why. Bandu Bhar phone friend's name Kia said, ""Ra said, Mar Kot Chavijpni now son Pushe Matihidhe.",sadhu,Book
"My uncle said, see Vaigla Patri",cholito,Book
I slept with the light off,cholito,Book
"It's steep, but not terribly high; Now so high in Aktala",sadhu,Book
,sadhu,Book
No problem,cholito,Book
Is there a library?,cholito,Book
Where did he go?,sadhu,Book
Mr. Asghar started talking in a soft voice,cholito,Book
"The house is of brick, but very thin, very little; There is only one straw",sadhu,Book
But I have delayed for a long time; And in the delay the cause of the displeasure lays in Jashwai,sadhu,Book
,sadhu,Book
I thought it would be difficult to bring them alive to the court,sadhu,Book
Mubarak returned with them,sadhu,Book
"However, I have a request",sadhu,Book
The alms is that I have the right to this word by order of the Mullah,sadhu,Book
5 Jai Ch Shubataraye Pragarini Raji Bhaved Bhupate:,sadhu,Book
Himuda if you are mad,cholito,Book
"Today, everyone used to call the big queen, affectionately calling Muslims, Sahar as their supia",sadhu,Book
"By dominating the daily market, it has made its monopoly visible in every form.",sadhu,Book
I don't sell stones,cholito,Book
,cholito,Book
,sadhu,Book
It is possible for anyone to ignore my orders,cholito,Book
I thought Majid would be shocked to see Rupa,cholito,Book
,sadhu,Book
,sadhu,Book
"No, not Everest",cholito,Book
,sadhu,Book
"I have been reading the same thing for three or four years now, it has become very boring",cholito,Book
Gangaram also wandered many countries and finally died,sadhu,Book
See what our world looks like from Chad,cholito,Book
,sadhu,Book
They come here and try to make themselves women,cholito,Book
,cholito,Book
People are easily recognized by a smile,cholito,Book
"Those who were ordered to respect Maniklal, were also searched",sadhu,Book
I didn't notice it,cholito,Book
He had a close neighbor named Panchkadi's mother,sadhu,Book
"""Hussain's friends were unanimous in prohibiting him from going to Kufa",sadhu,Book
"Silver doesn't shine on white, but that's the style of silver",cholito,Book
Good things are not appreciated,cholito,Book
Everything is possible for men,cholito,Book
,sadhu,Book
A very strange thing but not a shame,cholito,Book
There is no question of speaking,cholito,Book
There is only a picture of Maria as a child,cholito,Book
,sadhu,Book
The result is not expected,sadhu,Book
Then you say something to him,cholito,Book
"Gone, all the touches of the world bent new hymns on their inner harps.",sadhu,Book
I don't want to remember,cholito,Book
,cholito,Book
Seekers are throwing shar,sadhu,Book
,sadhu,Book
"I always hide lest he sees, I die of shame in love Ru/Dhya Manodwar has created a prison of love for you",sadhu,Book
,cholito,Book
Anfun Ubach Jamssi Chet Kamdhanatde Mata Buddhiardan,sadhu,Book
"Just as Hindu kings employed Javanis in Pratihara, so did the Mughal emperors.",sadhu,Book
I went home with Mr. Khalu,cholito,Book
There is a very beautiful deity idol in this temple,cholito,Book
He was confused - who did you see?,sadhu,Book
,sadhu,Book
"When this big-I-want-me sentiment gradually blossomed in my poetry, that is, when the seeds sprouted from the soil in the dark and appeared in the outer sky, I saw his presence, who would play the song in the world of the 'golden string' in the vast, deep, sweet chant.",sadhu,Book
,cholito,Book
No one in our family talks about brother,cholito,Book
The gentleman was very upset,cholito,Book
I will put the dust of your feet on my forehead,cholito,Book
"As soon as Neelu wrote the letter, she felt that this kind of writing is not right",cholito,Book
I went out again,cholito,Book
,sadhu,Book
,sadhu,Book
If I grow a beard and mustache then I am not of my father's house,cholito,Book
I arrange and listen to the rain,cholito,Book
And gentlemen of the meeting,sadhu,Book
But he has come to see the old woman's house secretly,sadhu,Book
There is no gold without alloy,cholito,Book
There is a magic in the sound of Rupa's smile,cholito,Book
” Zainab was very pleased and bid farewell to Hasan,sadhu,Book
"That is, now the exorcist has started to believe",cholito,Book
,cholito,Book
,cholito,Book
Wagging his tail he says I love you,cholito,Book
"Sea-journey we stop with fear in all directions Diachi--what a watery sea, what a wise sea",sadhu,Book
,cholito,Book
,cholito,Book
Nabhua's Ish was pleased to hear Banga,sadhu,Book
Gangaram was bewildered and kept waiting for them,sadhu,Book
"You can ride in ordinary rickshaws, but what about private written rickshaws?",cholito,Book
,sadhu,Book
", Mr. Bayezid smiled shyly",cholito,Book
Suddenly the line was cut,cholito,Book
"The words of the enemy cannot be dismissed as rumours, but his accepted politics and opinion must be accepted.",sadhu,Book
"No, not at all",cholito,Book
Navkumar Dei grew up in the forest in a very peaceful manner,sadhu,Book
Whose grandson do you see his nose well,sadhu,Book
"I went to Kishangarh for marriage, showing arrogance towards the king, you wrote.",sadhu,Book
"By whose grace the eternal world has been created, the mountains have merged into the sea, the dense forest has become a city, the densely populated metropolis has become a dense forest, what is impossible for the Almighty?",sadhu,Book
Maniklal was then greeted with special respect,sadhu,Book
"CHAPTER TWO After the sobbing stopped, Rama thought for a moment",sadhu,Book
You can't do that with pictures,cholito,Book
I hope your mother is doing well,cholito,Book
The power of love is how great I am today,sadhu,Book
Don't be silent,cholito,Book
This serious task was carried out so smoothly and smoothly,sadhu,Book
"At the request of her husband, she started worshiping this seaside goddess Sagareswari Nani Devi for five consecutive years, starting in the eleventh year, but Manoratha was not successful.",sadhu,Book
The rule is that the husband and wife will be alone on the honeymoon,cholito,Book
Those who affirm it as believers and those who say anything in favor of it are not believers.,sadhu,Book
Both the East and the West have become famous,sadhu,Book
you consider,cholito,Book
,sadhu,Book
He was very ashamed of my words,cholito,Book
"""Maniklal Parbat Vikranthara said, ""Throw away the key",sadhu,Book
"Love or affection, which is so cherished in the world, belongs to the old, not born to the dance.",sadhu,Book
,cholito,Book
"He who is the lord, friend and protector of the people, the ruler of many people's well-being, won't defend his duties by attaining such a high position in the world.",sadhu,Book
,cholito,Book
,cholito,Book
"Mubarak who called the Mughal army, admitted defeat to Chanchalkumari and asked them to leave the battlefield.",sadhu,Book
The king did not call anyone,sadhu,Book
"But apart from the language of the country, apart from the customs of the country, the political education which favors various arrangements only to attract the hearts of foreigners.",sadhu,Book
,cholito,Book
,sadhu,Book
You come and sit on the feather--_I invite you,sadhu,Book
Maybe it was the desire to fill the entire ledger,cholito,Book
Eye treatment is done at Netra Hospital in Madras,cholito,Book
,sadhu,Book
Your funeral is being held under the tree,cholito,Book
,cholito,Book
"Thoughts come in many guises, games continue in hundreds of forms",sadhu,Book
,cholito,Book
It is a joy to die well,cholito,Book
Beliful is supposed to meet Zooey with the garland,cholito,Book
"” During the midnight watch Gangaram thought, “Murla will not come again today.” During the night watch, Murla arrested Teeha in a hidden place.",sadhu,Book
Provincial Assembly The door of advice and example,sadhu,Book
I'm going after him,cholito,Book
The news was sent to Husain that Azid's soldiers had encamped with valuable cloths.,sadhu,Book
"Having issued this order, Rasta went on his way",sadhu,Book
He gave Maniklal Rajsingh's letter,sadhu,Book
What is the first condition of becoming a great man?,cholito,Book
Not terrible,sadhu,Book
No stranger to Muslim readers,sadhu,Book
"The number of dowers among the families of the Lord Muhammad, who was the king of both earthly kingdoms, was so great that the reader will be surprised to hear.",sadhu,Book
"He was as politic and shrewd as Jahanara, and was more judgmental, restrained, and complacent than Jahanara in matters of sense.",sadhu,Book
,sadhu,Book
This time the mess is empty,cholito,Book
No modern home design is complete without bars,cholito,Book
Almost the same answer is written in the scriptures,sadhu,Book
"""Mei's appreciation of the alliance",sadhu,Book
"Looking at Khalu Sahib's face, it seemed that he would have been happy if he could knock out one or two of my clay teeth with a slap.",cholito,Book
,cholito,Book
Do it and keep your beard close to the Samajpati,sadhu,Book
"Of course I will go, how about Rakhi?",cholito,Book
So you stay with your aunt,cholito,Book
,cholito,Book
"Well, do you think I'm sick by looking at me?",cholito,Book
"Sir, don't be late, let's go",cholito,Book
"I said with a smile, one or two more methods if you want",cholito,Book
can't you come in the morning,cholito,Book
"If you want it now, there will be trouble, at night when these sinners are drunk. Samidhasangraha-_Uddipari 915 If you eat and become confused, then there will be a way",sadhu,Book
Hiragmayi had a relationship with La Hiran in the 17th century,sadhu,Book
,cholito,Book
,sadhu,Book
,sadhu,Book
I don't even know what to do,sadhu,Book
,cholito,Book
Maria's throat came,cholito,Book
"Each man took up a position forty to fifty cubits apart, spent the whole night collecting pieces of rock, and arranged a teepee in front of each other.",sadhu,Book
Air resistance There the houses are all different; Furnishings are varied; Suburban dwellers are all different,sadhu,Book
,cholito,Book
,cholito,Book
In old age any danger appears to be cause for alarm,sadhu,Book
,cholito,Book
The circus party also needs to be looked into,cholito,Book
,cholito,Book
,sadhu,Book
The soldier saluted Zayda at the beckoning of Maimuna and mounted a camel with special honors.,sadhu,Book
,sadhu,Book
Zayda brought honey in one container and water in another container and placed it in front of her husband,sadhu,Book
But this prohibition does not apply to my purpose in this book,sadhu,Book
The letter should be written in very fine ink on very expensive paper,cholito,Book
,sadhu,Book
,sadhu,Book
,cholito,Book
,sadhu,Book
"On the other side, a criminal came to the place where he had fallen",sadhu,Book
There is only one way out -- no Accepting one as our captain,sadhu,Book
Can I do what I said?,sadhu,Book
"Bangachi said in a shocked voice, friend, it has been destroyed",cholito,Book
"Kased began to say, ""I have grown old doing this work for God's sake, I will say exactly what you say.""",sadhu,Book
There was an excess of thirst accompanied by changes in the state of the body and restlessness of the mind,sadhu,Book
Then there will be no increase in suffering due to any fault of foodstuff,sadhu,Book
To talk about Fulfulia,cholito,Book
Say whatever you want,sadhu,Book
But there is no problem even if it is opened,cholito,Book
"If the gate is not opened, I will come down over the gate",cholito,Book
", don't quite understand",cholito,Book
,cholito,Book
"17 How good is it, O Jibanath, my rajni my prabhant my narsha my corn tom",sadhu,Book
,cholito,Book
But he will not be small,cholito,Book
This guilt also works behind leaving the country,cholito,Book
,sadhu,Book
,cholito,Book
You are not a light wind on people's heads ideas,cholito,Book
Maria writes you the first love letter of her life,cholito,Book
"If he had known, he would have kept the things in crocs",cholito,Book
Rana can be seen,sadhu,Book
Now you come and take full control of the incident,cholito,Book
But I will not feed you coffee,cholito,Book
Tari looked at the horizon and saw who was coming on the horse,sadhu,Book
"Unless a large indigenous work force is mastered by ginger, we will have to remain perpetually fragile, and we will not be able to get rid of this inherent weakness by any means.",sadhu,Book
"I said in a sincere manner, what's up",cholito,Book
"The effort to find the beloved by taking shelter of the one who fearlessly leads the soul of the good man along the path of rhythm is clearly expressed in the poem 49 ""Thintay"" Ebar Firao Yore*",sadhu,Book
I would love to hear your story,cholito,Book
,cholito,Book
,sadhu,Book
It is perfectly natural--as it is everywhere in the world--that we can argue well and speak perfect English to say otherwise.,sadhu,Book
He began to do it very loudly,cholito,Book
"I will conclude - What You have given to the mortals, Lord, is not empty even after fulfilling all the hopes of mortals.",sadhu,Book
Madam can be seen with stone in any magazine show on television,cholito,Book
The gentleman stares in disbelief,cholito,Book
"In places like Mymensingh, when our speakers failed to attract the attention of the Muslim agricultural community, he",sadhu,Book
I don't know how much it will sell for,cholito,Book
,cholito,Book
He should know why he is smiling,cholito,Book
He is staying in Madinah in disguise with the intention of destroying the Imam family,sadhu,Book
Now you are paying,cholito,Book
People go from you to you,cholito,Book
I will not tell anyone else,sadhu,Book
We liked the baby,cholito,Book
,cholito,Book
"As soon as it dawns, you will be taken to the royal court, you will enter the courtyard of happiness, and immediately enter the house.",sadhu,Book
Sadek you tell me,cholito,Book
,sadhu,Book
Rajsingh sends dowry secretly,sadhu,Book
Who will constantly give you tools,sadhu,Book
Be very kind to me,cholito,Book
What does not see mean?,cholito,Book
Can't tell if it's a joke or serious,cholito,Book
,sadhu,Book
,cholito,Book
"Whidde walked to the other end, and waved the reds in our direction from sea to sea, but I would constantly raise my body and make myself very small to him.",sadhu,Book
"In the beginning, the OC Saheb asked the question verbally",cholito,Book
,sadhu,Book
"No, even, there is glory",sadhu,Book
Computers have been installed in the library room,cholito,Book
Our Chief Sound Recordist is now,cholito,Book
Item Section Mehrjan spent the days in great amusement while the Mughal soldiers were encamped at Rupnagar.,sadhu,Book
Walking barefoot has become a habit,cholito,Book
A little alcohol can be consumed on this occasion,cholito,Book
It is constantly taking away all its contents,sadhu,Book
,cholito,Book
Road-wise people are good on the road,cholito,Book
I thought I would go to Munshi Badruddin Sahib...,cholito,Book
"Maymuna said, ""If you don't feel like it, don't do it.""",sadhu,Book
"Well, stay calm",sadhu,Book
Fifteen minutes will be recorded,cholito,Book
He thinks this is part of the joke,cholito,Book
Holy will is weak here,sadhu,Book
"You are a jester, but I am not supposed to know that I am a jester from the praises you have made",cholito,Book
It is not right to ignore people's interests,cholito,Book
Have mercy on him and save his life,sadhu,Book
"What to do, whether to leave home suddenly or not, can't decide",sadhu,Book
"Hazrat Hossain, the younger brother of Hazrat Imam Hasan, began to say a little angrily, ""Whatever you say and whatever you consider, I do not want to return the paper clean.""",sadhu,Book
Misser Ali was very surprised,cholito,Book
"I like this song, I heard it at Rupad's house",cholito,Book
,cholito,Book
That must be cut,cholito,Book
Different marriages do not,sadhu,Book
Seek the permission of Ice Mother,sadhu,Book
And my true chicken pox,cholito,Book
The quality of the poison's vexation began to feel a little less,sadhu,Book
Looks like a permanent arrangement,cholito,Book
Upper class jokes are to be taken as insults,cholito,Book
"You will wake up all his powers, you will play",sadhu,Book
Chatting at a friend's house,cholito,Book
"But with the main gate, the small gate is open",cholito,Book
"The thought of a man with crores of money, making coffee in a nonchalant manner, gave me chills",cholito,Book
Why does not its pressure fall on all of us by saying that it is pressing on the helpless village,sadhu,Book
"Bhairavi said, “I have it",sadhu,Book
"He had come so far on Maymuna's advice, and at once I thought that his words were more valuable, and Maymuna's last words were better for a few moments.",sadhu,Book
Am I getting dizzy?,cholito,Book
"If by the hands of Ezid, or by the hands of his soldiers, the law has decreed the end of my life, then it will surely happen.",sadhu,Book
